TIME,01/11/18,02/11/18,03/11/18,04/11/18,05/11/18,06/11/18,07/11/18,08/11/18,09/11/18,10/11/18,11/11/18,12/11/18,13/11/18,14/11/18,15/11/18,16/11/18,17/11/18,18/11/18,19/11/18,20/11/18,21/11/18,22/11/18,23/11/18,24/11/18,25/11/18,26/11/18,27/11/18,28/11/18,29/11/18,30/11/18,,Modal Day,,,Minutes,Hours
9:40,food,hygiene,food,qt,phd work,phd work,travel,phd work,outreach,travel,life admin,phd admin,phd work,phd work,life admin,travel,golf,tv,phd work,misc recreation,phd work,phd work,phd work,food,housework,phd work,phd work,phd work,phd work,phd work,,phd work,,,,
10:00,qt,food,qt,qt,phd work,phd admin,phd admin,phd admin,outreach,travel,soc rel,phd admin,phd work,phd work,life admin,phd work,golf,food,phd work,misc recreation,phd work,phd work,phd work,relaxing,food,phd work,phd work,phd work,phd work,phd work,,phd work,,,,
10:20,qt,qt,travel,qt,phd admin,phd admin,phd admin,phd admin,outreach,travel,soc rel,phd admin,phd work,phd work,phd work,phd work,golf,food,phd work,misc recreation,phd work,phd work,phd work,hygiene,tv,phd work,phd work,phd work,phd work,phd work,,phd work,,,,
10:40,travel,travel,misc recreation,travel,phd admin,phd work,phd admin,phd admin,outreach,travel,travel,phd admin,phd work,phd work,phd work,phd work,golf,tv,phd work,misc recreation,phd work,phd work,phd work,life admin,exercise,phd work,phd work,phd work,phd work,phd work,,phd work,,,,
11:00,travel,misc recreation,misc recreation,travel,phd work,phd admin,phd admin,soc rec,outreach,soc rec,travel,phd admin,phd work,phd work,soc rec,phd work,golf,tv,phd work,misc recreation,phd work,phd work,phd work,travel,exercise,phd work,phd work,phd work,phd work,phd work,,phd work,,,,
11:20,misc recreation,misc recreation,misc recreation,qt,phd work,phd work,phd admin,soc rec,outreach,soc rec,travel,phd admin,phd work,life admin,phd work,phd work,golf,life admin,phd work,misc recreation,phd work,phd work,phd work,travel,exercise,phd work,phd work,phd work,phd work,phd work,,phd work,,,,
11:40,misc recreation,misc recreation,misc recreation,qt,shopping,phd work,phd admin,phd admin,outreach,soc rec,travel,phd admin,phd work,phd work,phd work,shopping,golf,life admin,phd work,misc recreation,phd work,phd work,phd work,travel,housework,phd work,phd work,phd work,phd work,phd work,,phd work,,,,
12:00,misc recreation,misc recreation,misc recreation,travel,food,food,phd admin,phd admin,outreach,soc rec,travel,phd admin,phd work,phd work,phd work,food,golf,travel,phd work,travel,phd work,phd work,phd work,travel,hygiene,food,food,phd work,phd work,phd work,,phd work,,,,
12:20,misc recreation,qt,food,travel,food,soc rel,phd admin,phd admin,outreach,soc rec,travel,food,phd work,food,phd work,soc rel,golf,qt,phd work,food,food,food,food,misc recreation,food,soc rel,soc rel,food,food,food,,food,,,,
12:40,misc recreation,food,food,life admin,soc rel,soc rel,food,phd admin,food,soc rec,travel,soc rel,phd work,soc rel,food,soc rel,golf,qt,phd work,soc rel,soc rel,soc rel,soc rel,misc recreation,food,soc rel,soc rel,soc rel,soc rel,soc rel,,soc rel,,,,
13:00,misc recreation,food,travel,life admin,phd admin,phd work,food,phd admin,relaxing,soc rel,travel,soc rel,food,soc rel,soc rel,soc rel,golf,qt,food,soc rel,soc rel,soc rel,soc rel,misc recreation,phd work,phd work,phd work,phd work,board games,soc rel,,soc rel,,,,
13:20,misc recreation,travel,misc recreation,food,phd admin,phd work,soc rel,phd admin,outreach,travel,travel,phd admin,soc rel,soc rel,soc rel,phd work,golf,qt,tv,travel,phd work,soc rel,phd work,misc recreation,soc rel,phd work,phd work,phd work,phd work,phd work,,phd work,,,,
13:40,misc recreation,travel,misc recreation,qt,phd admin,phd work,phd admin,phd admin,outreach,travel,travel,phd admin,phd work,phd work,phd work,phd work,golf,qt,tv,travel,phd work,phd work,phd work,misc recreation,phd work,phd work,phd admin,phd work,phd work,phd work,,phd work,,,,
14:00,misc recreation,travel,misc recreation,travel,phd admin,relaxing,phd admin,phd admin,outreach,travel,soc rel,phd admin,phd work,phd admin,phd work,relaxing,golf,travel,phd work,travel,phd admin,phd work,phd work,misc recreation,housework,phd work,phd admin,phd work,phd work,phd work,,phd work,,,,
14:20,travel,misc recreation,misc recreation,travel,phd admin,phd work,phd admin,phd admin,outreach,travel,food,phd admin,phd work,phd admin,phd work,phd work,golf,food,phd work,travel,phd admin,phd work,phd work,misc recreation,phd work,phd work,phd admin,phd work,phd work,phd work,,phd work,,,,
14:40,travel,misc recreation,misc recreation,travel,phd work,phd work,phd admin,phd admin,outreach,soc rec,housework,travel,phd work,phd admin,phd work,phd work,golf,food,life admin,travel,phd admin,phd work,phd work,misc recreation,phd work,relaxing,phd work,phd work,phd work,phd work,,phd work,,,,
15:00,food,misc recreation,misc recreation,travel,soc rec,relaxing,travel,phd admin,outreach,food,soc rel,phd work,phd work,phd admin,soc rec,soc rel,golf,tv,food,travel,phd admin,soc rec,phd work,travel,phd work,phd work,phd work,phd work,phd work,phd work,,phd work,,,,
15:20,food,misc recreation,misc recreation,travel,soc rec,relaxing,travel,phd work,outreach,food,soc rel,phd work,phd work,phd admin,soc rec,soc rel,soc rec,phd work,phd admin,travel,phd admin,phd work,soc rec,travel,relaxing,phd work,phd work,phd work,phd work,soc rec,,phd work,,,,
15:40,misc recreation,misc recreation,misc recreation,travel,soc rec,phd work,phd admin,phd admin,phd work,soc rec,soc rel,phd work,phd work,phd work,phd work,soc rel,soc rec,tv,phd admin,travel,phd admin,phd work,soc rec,travel,soc rel,phd work,phd work,phd work,phd work,soc rec,,phd work,,,,
16:00,misc recreation,misc recreation,travel,travel,phd work,phd work,phd admin,phd admin,phd work,soc rec,life admin,travel,phd work,phd work,phd work,phd work,soc rec,housework,phd admin,travel,phd admin,phd work,phd work,travel,life admin,phd work,phd work,tv,soc rec,phd work,,phd work,,,,
16:20,misc recreation,misc recreation,qt,travel,phd work,phd work,phd admin,soc rec,travel,soc rec,life admin,phd admin,phd work,phd work,outreach,phd work,travel,housework,relaxing,relaxing,phd admin,phd work,phd work,travel,housework,phd work,relaxing,phd work,soc rec,phd work,,phd work,,,,
16:40,misc recreation,misc recreation,qt,travel,soc rel,phd work,phd admin,soc rec,travel,soc rec,hygiene,phd admin,phd work,phd work,soc rec,travel,travel,projects,soc rel,phd work,phd admin,phd work,phd work,family time,projects,phd work,phd work,phd work,soc rec,phd work,,phd work,,,,
17:00,misc recreation,misc recreation,qt,travel,phd work,phd work,outreach,soc rec,travel,soc rec,relaxing,phd work,phd work,phd work,food,travel,travel,projects,travel,phd admin,phd admin,phd work,phd work,family time,relaxing,phd work,phd work,phd work,soc rec,soc rec,,phd work,,,,
17:20,misc recreation,misc recreation,travel,soc rel,phd work,phd work,outreach,travel,travel,soc rec,food,shopping,phd work,food,soc rec,travel,travel,food,outreach,phd admin,phd admin,food,soc rec,family time,life admin,phd work,phd work,phd work,soc rec,soc rec,,phd work,,,,
17:40,misc recreation,qt,qt,food,soc rel,projects,outreach,food,travel,soc rec,food,travel,projects,soc rel,travel,travel,travel,food,outreach,phd admin,phd admin,d&d,food,family time,life admin,shopping,phd work,phd work,food,shopping,,food,,,,
18:00,misc recreation,qt,misc recreation,food,food,projects,outreach,phd admin,travel,soc rec,soc rel,food,projects,d&d,projects,travel,travel,tv,outreach,relaxing,shopping,d&d,soc rec,family time,food,travel,relaxing,phd work,soc rec,travel,,travel,,,,
18:20,misc recreation,misc recreation,misc recreation,food,d&d,soc rel,shopping,phd admin,travel,soc rec,soc rel,food,soc rel,d&d,soc rel,travel,travel,tv,outreach,travel,travel,d&d,soc rec,family time,food,food,soc rec,travel,d&d,food,,travel,,,,
18:40,misc recreation,travel,misc recreation,tv,d&d,soc rel,travel,phd admin,food,soc rec,video games,relaxing,food,d&d,d&d,travel,qt,food,outreach,soc rel,exercise,d&d,soc rec,family time,food,soc rel,food,soc rec,d&d,food,,food,,,,
19:00,qt,travel,misc recreation,tv,d&d,food,food,travel,soc rel,soc rec,video games,housework,soc rec,d&d,d&d,family time,tv,tv,outreach,food,exercise,d&d,travel,food,food,food,soc rec,soc rec,d&d,food,,food,,,,
19:20,qt,travel,misc recreation,tv,d&d,soc rec,food,food,soc rel,soc rec,video games,soc rel,soc rec,d&d,d&d,family time,qt,tv,outreach,soc rec,exercise,d&d,phd work,food,housework,food,soc rec,soc rec,d&d,housework,,soc rec,,,,
19:40,travel,hygiene,misc recreation,life admin,d&d,soc rec,housework,food,soc rel,soc rec,food,soc rel,soc rec,d&d,d&d,food,qt,tv,outreach,soc rec,hygiene,d&d,phd work,food,video games,soc rel,soc rec,soc rec,d&d,qt,,soc rec,,,,
20:00,qt,qt,travel,travel,d&d,soc rec,food,housework,soc rel,soc rec,soc rel,soc rel,soc rec,d&d,d&d,food,hygiene,qt,outreach,soc rec,food,d&d,phd work,family time,video games,housework,soc rec,food,d&d,travel,,d&d,,,,
20:20,qt,travel,travel,travel,d&d,soc rec,soc rel,life admin,soc rel,soc rec,projects,soc rel,soc rec,d&d,d&d,family time,hygiene,tv,outreach,soc rec,food,d&d,phd work,family time,video games,video games,soc rec,soc rec,d&d,tv,,soc rec,,,,
20:40,food,qt,qt,travel,d&d,soc rec,relaxing,life admin,soc rel,soc rec,relaxing,projects,soc rec,d&d,d&d,family time,qt,tv,outreach,soc rec,relaxing,d&d,phd work,family time,video games,video games,soc rec,food,d&d,tv,,d&d,,,,
21:00,food,food,food,travel,d&d,travel,video games,life admin,soc rel,soc rec,sleep,projects,shopping,d&d,d&d,family time,food,tv,travel,soc rec,housework,d&d,phd work,family time,video games,video games,travel,food,d&d,tv,,food,,,,
21:20,qt,food,qt,travel,d&d,soc rel,video games,life admin,soc rec,soc rec,sleep,projects,travel,soc rel,d&d,family time,food,tv,food,travel,relaxing,travel,shopping,family time,video games,video games,projects,soc rec,d&d,tv,,travel,,,,
21:40,food,food,food,travel,shopping,relaxing,family time,life admin,soc rec,soc rec,sleep,projects,housework,travel,d&d,family time,qt,tv,food,housework,qt,housework,travel,travel,video games,video games,relaxing,soc rec,travel,tv,,travel,,,,
22:00,food,food,qt,travel,travel,relaxing,video games,projects,soc rec,travel,sleep,projects,food,video games,d&d,family time,tv,tv,tv,soc rel,qt,relaxing,life admin,travel,video games,video games,relaxing,travel,qt,tv,,travel,,,,
22:20,travel,qt,qt,life admin,soc rel,relaxing,video games,qt,soc rec,travel,sleep,projects,food,video games,d&d,family time,tv,tv,qt,hygiene,qt,shopping,video games,travel,projects,soc rel,relaxing,travel,qt,tv,,qt,,,,
22:40,qt,qt,qt,hygiene,soc rel,video games,video games,qt,soc rec,soc rec,sleep,projects,projects,video games,d&d,family time,tv,housework,life admin,housework,relaxing,relaxing,video games,relaxing,relaxing,projects,relaxing,housework,qt,tv,,qt,,,,
23:00,qt,qt,qt,life admin,soc rec,video games,soc rel,projects,soc rec,soc rec,sleep,projects,projects,video games,d&d,family time,tv,soc rel,sleep,projects,relaxing,reading,video games,video games,relaxing,reading,reading,projects,qt,tv,,projects,,,,
23:20,qt,qt,sleep,projects,soc rec,relaxing,relaxing,qt,soc rec,soc rec,sleep,relaxing,projects,projects,d&d,family time,tv,tv,sleep,relaxing,reading,sleep,video games,video games,reading,reading,reading,reading,sleep,travel,,sleep,,,,
23:40,sleep,qt,sleep,projects,soc rec,relaxing,relaxing,hygiene,soc rec,soc rec,sleep,relaxing,projects,relaxing,soc rel,sleep,tv,qt,sleep,relaxing,sleep,sleep,video games,video games,reading,sleep,reading,sleep,sleep,qt,,sleep,,,,
